# index  mean  stderr
4.6500000000e+02 1.0184684938e-01 5.1428339792e-03
4.6600000000e+02 9.9180123174e-02 5.3795129716e-03
4.6700000000e+02 1.0004666427e-01 5.5422058291e-03
4.6800000000e+02 9.8110039584e-02 5.6173194149e-03
4.6900000000e+02 9.8937659619e-02 4.9789306138e-03
4.7000000000e+02 9.8037095550e-02 5.4705834763e-03
4.7100000000e+02 9.7321834923e-02 5.5822911370e-03
4.7200000000e+02 1.0076825012e-01 5.4878264375e-03
4.7300000000e+02 1.0213120853e-01 5.4913159337e-03
4.7400000000e+02 1.0459323053e-01 5.3995435227e-03
4.7500000000e+02 1.0296614319e-01 5.7233358508e-03
4.7600000000e+02 9.7244125663e-02 5.9227906153e-03
4.7700000000e+02 9.5074883455e-02 5.7985149884e-03
4.7800000000e+02 9.8296123650e-02 5.4016685730e-03
4.7900000000e+02 1.0101623862e-01 5.4784959206e-03
4.8000000000e+02 1.0671893671e-01 5.2695056074e-03
4.8100000000e+02 1.0855797671e-01 5.0890649363e-03
4.8200000000e+02 1.0555514921e-01 5.1203282949e-03
4.8300000000e+02 1.0697978108e-01 5.0160868986e-03
4.8400000000e+02 1.1233607836e-01 4.9848498106e-03
4.8500000000e+02 1.1568080178e-01 5.5329893480e-03
4.8600000000e+02 1.1110307354e-01 5.3931374107e-03
4.8700000000e+02 1.1099547018e-01 5.3580472062e-03
4.8800000000e+02 1.0999108657e-01 5.5625218123e-03
4.8900000000e+02 1.1500908653e-01 5.4642992251e-03
4.9000000000e+02 1.1413275798e-01 5.6905356835e-03
4.9100000000e+02 1.0673840238e-01 5.6220309394e-03
4.9200000000e+02 9.8833615950e-02 5.8547903284e-03
4.9300000000e+02 9.8352485748e-02 5.7337031101e-03
4.9400000000e+02 1.0326649486e-01 5.7783790415e-03
4.9500000000e+02 1.0594039030e-01 5.8859233446e-03
4.9600000000e+02 1.0624314579e-01 6.1180062203e-03
4.9700000000e+02 1.0161638028e-01 6.3160817566e-03
4.9800000000e+02 9.7271492481e-02 6.1048851168e-03
4.9900000000e+02 9.6700873191e-02 5.9948067176e-03
5.0000000000e+02 9.6867195396e-02 5.6549581639e-03
5.0100000000e+02 9.8048820815e-02 5.6094939216e-03
5.0200000000e+02 9.7368960390e-02 5.3005908824e-03
5.0300000000e+02 9.6243942046e-02 5.4258510599e-03
5.0400000000e+02 9.7758443983e-02 5.9380339134e-03
5.0500000000e+02 1.0150887087e-01 5.9157656431e-03
5.0600000000e+02 9.9844950573e-02 5.2092940883e-03
5.0700000000e+02 9.9147480112e-02 5.1396166794e-03
5.0800000000e+02 9.7653814374e-02 5.0677195404e-03
5.0900000000e+02 9.9634920013e-02 5.0075228334e-03
5.1000000000e+02 9.4572984477e-02 4.7827329743e-03
5.1100000000e+02 9.2623735951e-02 4.7414955731e-03
5.1200000000e+02 9.1228625562e-02 4.5448465570e-03
5.1300000000e+02 9.6431194670e-02 4.9811003333e-03
5.1400000000e+02 9.9318912387e-02 4.9839156286e-03
5.1500000000e+02 9.9832495113e-02 4.8369876624e-03
5.1600000000e+02 9.3940535531e-02 4.5143914123e-03
5.1700000000e+02 8.9885803972e-02 4.5542865814e-03
5.1800000000e+02 8.9728771925e-02 5.0114540658e-03
5.1900000000e+02 8.9801916386e-02 4.9037649655e-03
5.2000000000e+02 8.6742466089e-02 4.6846204858e-03
5.2100000000e+02 8.4583359488e-02 4.6725650293e-03
5.2200000000e+02 8.5971186663e-02 4.5322538227e-03
5.2300000000e+02 9.1016365579e-02 4.3957364477e-03
5.2400000000e+02 9.3759343266e-02 4.4968076563e-03
5.2500000000e+02 9.6704544590e-02 4.7200140312e-03
5.2600000000e+02 9.6801916488e-02 5.1492140865e-03
5.2700000000e+02 9.9251263331e-02 5.0429085701e-03
5.2800000000e+02 9.7606767354e-02 5.2248883731e-03
5.2900000000e+02 9.8738417831e-02 5.3900167863e-03
5.3000000000e+02 1.0296738479e-01 5.4247011933e-03
5.3100000000e+02 1.0599809402e-01 5.4718971344e-03
5.3200000000e+02 1.0637074617e-01 5.6253562823e-03
5.3300000000e+02 1.0117689401e-01 5.5607333894e-03
5.3400000000e+02 9.3676050553e-02 4.9387549052e-03
5.3500000000e+02 9.0438011711e-02 4.7564626359e-03
5.3600000000e+02 9.3282882177e-02 4.5249728817e-03
5.3700000000e+02 9.5506830416e-02 4.4000455724e-03
5.3800000000e+02 9.7696834916e-02 4.6650470522e-03
5.3900000000e+02 9.6162851434e-02 5.1567083357e-03
5.4000000000e+02 9.8107109525e-02 5.0852420621e-03
5.4100000000e+02 9.6221584461e-02 5.5455897964e-03
5.4200000000e+02 9.7462643127e-02 5.5701207942e-03
5.4300000000e+02 9.8136591972e-02 5.1210857096e-03
5.4400000000e+02 9.6808540342e-02 5.0270692420e-03
5.4500000000e+02 9.6410921409e-02 5.4823289742e-03
5.4600000000e+02 1.0316025251e-01 5.3927138744e-03
5.4700000000e+02 1.0432442955e-01 4.8276936090e-03
5.4800000000e+02 1.0476659277e-01 5.1582082457e-03
5.4900000000e+02 1.0726828441e-01 5.4478132101e-03
5.5000000000e+02 1.0294883205e-01 5.5437431664e-03
5.5100000000e+02 1.0064297639e-01 5.4417710336e-03
5.5200000000e+02 1.0175858440e-01 4.9361848248e-03
5.5300000000e+02 1.0153373902e-01 5.2761059622e-03
5.5400000000e+02 1.0115372953e-01 5.4541372857e-03
5.5500000000e+02 9.8460163917e-02 5.4699849943e-03
5.5600000000e+02 9.8036661227e-02 5.3911833546e-03
5.5700000000e+02 9.9194956460e-02 5.0944434666e-03
5.5800000000e+02 9.9599155165e-02 5.2086488643e-03
5.5900000000e+02 9.8930354705e-02 5.1518156306e-03
5.6000000000e+02 9.8125956173e-02 5.2290214325e-03
5.6100000000e+02 1.0392806757e-01 5.3452021973e-03
5.6200000000e+02 1.0645371561e-01 5.7963222838e-03
5.6300000000e+02 1.0498377350e-01 5.4290996596e-03
5.6400000000e+02 1.0291488651e-01 4.7899801509e-03
5.6500000000e+02 9.5298194578e-02 5.3060359995e-03
5.6600000000e+02 9.4125778445e-02 5.6753472576e-03
5.6700000000e+02 9.3356187950e-02 5.7324971721e-03
5.6800000000e+02 9.4898145754e-02 5.6522734904e-03
5.6900000000e+02 9.7325132044e-02 5.3219092478e-03
5.7000000000e+02 1.0032513984e-01 5.3951763519e-03
5.7100000000e+02 1.0000438195e-01 5.2535915731e-03
5.7200000000e+02 9.5489915164e-02 5.0848812861e-03
5.7300000000e+02 9.5787538674e-02 4.7560988794e-03
5.7400000000e+02 9.7324789376e-02 4.9204461679e-03
5.7500000000e+02 9.8837569886e-02 5.3268239884e-03
5.7600000000e+02 9.7608924474e-02 5.9536925645e-03
5.7700000000e+02 9.6654453515e-02 5.9275160428e-03
5.7800000000e+02 1.0077936348e-01 5.9143941556e-03
5.7900000000e+02 9.9606387508e-02 5.7653966144e-03
5.8000000000e+02 9.8862950899e-02 5.3417746295e-03
5.8100000000e+02 9.8198554779e-02 4.7217569513e-03
5.8200000000e+02 9.5755586586e-02 4.0528390218e-03
5.8300000000e+02 9.7433756769e-02 3.8954603440e-03
5.8400000000e+02 9.6199617115e-02 4.2398284174e-03
5.8500000000e+02 9.2880974525e-02 4.6349508862e-03
5.8600000000e+02 9.1068925918e-02 5.0468155339e-03
5.8700000000e+02 9.4009581254e-02 4.9909930442e-03
5.8800000000e+02 9.7393575803e-02 5.3115249337e-03
5.8900000000e+02 9.8260344630e-02 4.8474305288e-03
5.9000000000e+02 9.7412413344e-02 4.8444537986e-03
5.9100000000e+02 9.9457857350e-02 5.2833253663e-03
5.9200000000e+02 9.7405266342e-02 5.4593482809e-03
5.9300000000e+02 9.3906621223e-02 4.9682264110e-03
5.9400000000e+02 9.2639195624e-02 4.9866171678e-03
5.9500000000e+02 9.5372100403e-02 4.5693290152e-03
5.9600000000e+02 9.1041012191e-02 4.4214068493e-03
5.9700000000e+02 9.0045744486e-02 4.3333234785e-03
5.9800000000e+02 9.1260308090e-02 4.8832060076e-03
5.9900000000e+02 9.3337804217e-02 4.5232405808e-03
6.0000000000e+02 9.3030685514e-02 4.7604972160e-03
6.0100000000e+02 9.3403450871e-02 4.7366972449e-03
6.0200000000e+02 9.3969676192e-02 4.9659082341e-03
6.0300000000e+02 9.0190559021e-02 4.8356457382e-03
6.0400000000e+02 9.0895655103e-02 4.6150576962e-03
6.0500000000e+02 9.2141077174e-02 4.9336641742e-03
6.0600000000e+02 9.2028226784e-02 5.2532622199e-03
6.0700000000e+02 9.3701575370e-02 5.3749719530e-03
6.0800000000e+02 9.4902803963e-02 5.3423485666e-03
6.0900000000e+02 9.5835841502e-02 5.0756745502e-03
6.1000000000e+02 9.6890736313e-02 5.1484464494e-03
6.1100000000e+02 9.4973156378e-02 5.0069547746e-03
6.1200000000e+02 9.1157490583e-02 5.1827066370e-03
6.1300000000e+02 8.9832519777e-02 5.3938137066e-03
6.1400000000e+02 9.0032609222e-02 5.2570304457e-03
6.1500000000e+02 9.2375126356e-02 5.2076936286e-03
6.1600000000e+02 9.6768298996e-02 5.0619509537e-03
6.1700000000e+02 9.9201436358e-02 5.3753875309e-03
6.1800000000e+02 1.0149135806e-01 5.1565148831e-03
6.1900000000e+02 9.5034782516e-02 5.2006230833e-03
6.2000000000e+02 8.9551764089e-02 4.9692149823e-03
6.2100000000e+02 8.7223691897e-02 4.9769194858e-03
6.2200000000e+02 9.0188135196e-02 4.7292193436e-03
6.2300000000e+02 9.2766498353e-02 4.3690768224e-03
6.2400000000e+02 9.4411180211e-02 4.4923044553e-03
6.2500000000e+02 9.4416256672e-02 4.5208212194e-03
6.2600000000e+02 9.1764475116e-02 4.3929952205e-03
6.2700000000e+02 9.0650085513e-02 4.7770345030e-03
6.2800000000e+02 9.3123381666e-02 5.0726641526e-03
6.2900000000e+02 9.3367767322e-02 5.1338626634e-03
6.3000000000e+02 9.5786333515e-02 5.2307715532e-03
6.3100000000e+02 9.5542888258e-02 5.5009246970e-03
6.3200000000e+02 9.4627260596e-02 5.6407189956e-03
6.3300000000e+02 9.6947623174e-02 5.1533210223e-03
6.3400000000e+02 9.4014055916e-02 4.7873579251e-03
6.3500000000e+02 9.2418856260e-02 4.7408078218e-03
6.3600000000e+02 9.3291792562e-02 5.0647760558e-03
6.3700000000e+02 9.5797310483e-02 5.2802178119e-03
6.3800000000e+02 9.7535625480e-02 5.0783946316e-03
6.3900000000e+02 9.6810281127e-02 5.3577859161e-03
6.4000000000e+02 9.3668309214e-02 5.4417881075e-03
6.4100000000e+02 9.1964402551e-02 5.3462525454e-03
6.4200000000e+02 9.2834624700e-02 4.9662369318e-03
6.4300000000e+02 9.4112968586e-02 4.7687393968e-03
6.4400000000e+02 9.6455136097e-02 4.8181673565e-03
6.4500000000e+02 9.2079688529e-02 5.2667935839e-03
6.4600000000e+02 9.4666794098e-02 5.0943202445e-03
6.4700000000e+02 9.6926276239e-02 5.1901345633e-03
6.4800000000e+02 9.5346931982e-02 5.0555435661e-03
6.4900000000e+02 9.6068636015e-02 5.0158718010e-03
6.5000000000e+02 9.4241213714e-02 5.2193102371e-03
6.5100000000e+02 9.6778412853e-02 5.3799354068e-03
6.5200000000e+02 9.5716217963e-02 5.2221951007e-03
6.5300000000e+02 9.2156414046e-02 4.9729205086e-03
6.5400000000e+02 9.2480522058e-02 5.4664739884e-03
6.5500000000e+02 9.6004297306e-02 5.2621452447e-03
6.5600000000e+02 9.7087728426e-02 5.1966373451e-03
6.5700000000e+02 9.5438795333e-02 5.4708134882e-03
6.5800000000e+02 9.3413438892e-02 5.4739633592e-03
6.5900000000e+02 9.3479005926e-02 5.5280992389e-03
6.6000000000e+02 9.6640033815e-02 5.1209220076e-03
6.6100000000e+02 9.6261287936e-02 5.2313130719e-03
6.6200000000e+02 9.7568063780e-02 5.6790108121e-03
6.6300000000e+02 9.4299233733e-02 5.9462631340e-03
6.6400000000e+02 9.1942066781e-02 5.5860022374e-03
6.6500000000e+02 8.9417967030e-02 5.2734695968e-03
6.6600000000e+02 8.8123637400e-02 5.0026404669e-03
6.6700000000e+02 8.4036912141e-02 4.8981543240e-03
6.6800000000e+02 8.5266407608e-02 4.6323858104e-03
6.6900000000e+02 8.8061708746e-02 4.7856095400e-03
6.7000000000e+02 9.1129093521e-02 4.8846884355e-03
6.7100000000e+02 9.6633962575e-02 5.0373787545e-03
6.7200000000e+02 9.6050153340e-02 5.1711147441e-03
6.7300000000e+02 9.6172229187e-02 5.3368046213e-03
6.7400000000e+02 9.4859138783e-02 4.8462956333e-03
6.7500000000e+02 9.2185706650e-02 4.3591217828e-03
6.7600000000e+02 9.4207681438e-02 4.6482428230e-03
6.7700000000e+02 9.7170676578e-02 5.3055325191e-03
6.7800000000e+02 9.8742660021e-02 5.3170285352e-03
6.7900000000e+02 9.7401606384e-02 5.0718190373e-03
6.8000000000e+02 9.8402148858e-02 5.0674765799e-03
6.8100000000e+02 1.0019676234e-01 4.9601479198e-03
6.8200000000e+02 1.0101886097e-01 5.0408345017e-03
6.8300000000e+02 9.8180378852e-02 5.0098130397e-03
6.8400000000e+02 9.5786785426e-02 4.8284958826e-03
6.8500000000e+02 9.3306982636e-02 5.1782130914e-03
6.8600000000e+02 9.1952398680e-02 4.9692982243e-03
6.8700000000e+02 9.1200804741e-02 4.3792612779e-03
6.8800000000e+02 8.9613793580e-02 4.8679575436e-03
6.8900000000e+02 9.2271508826e-02 5.1811643945e-03
6.9000000000e+02 9.8966536088e-02 5.1394838637e-03
6.9100000000e+02 1.0457814184e-01 5.1842401600e-03
6.9200000000e+02 1.0411884513e-01 5.5654008110e-03
6.9300000000e+02 9.9920290979e-02 5.6374781741e-03
6.9400000000e+02 9.5242645604e-02 5.2302338638e-03
6.9500000000e+02 9.3808025732e-02 5.1674747331e-03
6.9600000000e+02 9.2957126475e-02 5.0224816821e-03
6.9700000000e+02 9.4409451753e-02 5.1091746817e-03
6.9800000000e+02 9.5217647724e-02 5.1760540958e-03
6.9900000000e+02 9.7382795494e-02 5.5067440259e-03
7.0000000000e+02 9.5561668618e-02 5.2857966804e-03
7.0100000000e+02 9.4351822116e-02 4.8126190746e-03
7.0200000000e+02 9.2095933267e-02 4.7491825069e-03
7.0300000000e+02 8.8012708069e-02 5.1052756477e-03
7.0400000000e+02 8.7846702710e-02 4.8967557304e-03
7.0500000000e+02 8.6970532746e-02 4.8622398673e-03
7.0600000000e+02 8.8389802113e-02 4.9021218624e-03
7.0700000000e+02 9.2940266207e-02 4.8111280282e-03
7.0800000000e+02 1.0092955885e-01 4.9465557517e-03
7.0900000000e+02 1.0302574915e-01 4.8650248423e-03
7.1000000000e+02 1.0058854562e-01 5.1806753334e-03
7.1100000000e+02 9.9746586420e-02 5.2900834066e-03
7.1200000000e+02 9.7883903766e-02 5.4747906115e-03
7.1300000000e+02 9.6257173442e-02 5.4462625365e-03
7.1400000000e+02 9.4346181301e-02 5.3373748914e-03
7.1500000000e+02 9.6483725977e-02 5.6559466912e-03
7.1600000000e+02 1.0121122038e-01 5.8382911497e-03
7.1700000000e+02 1.0143944357e-01 5.6135683800e-03
7.1800000000e+02 9.7939822693e-02 5.0328305715e-03
7.1900000000e+02 9.5518856538e-02 5.2037893093e-03
7.2000000000e+02 8.9133471389e-02 5.3936340501e-03
7.2100000000e+02 8.8836184289e-02 5.1548826017e-03
7.2200000000e+02 8.9537213856e-02 4.8061609749e-03
7.2300000000e+02 9.0442946757e-02 4.6288141323e-03
7.2400000000e+02 8.6888872319e-02 4.2814267779e-03
7.2500000000e+02 8.3307296114e-02 4.3828096728e-03
7.2600000000e+02 8.6854201984e-02 4.4874520452e-03
7.2700000000e+02 8.7551545359e-02 4.7115847280e-03
7.2800000000e+02 8.8717520152e-02 4.8606875692e-03
7.2900000000e+02 9.3871207756e-02 4.9878824282e-03
7.3000000000e+02 9.2572546522e-02 5.1861405932e-03
7.3100000000e+02 8.8564059617e-02 5.0377765559e-03
7.3200000000e+02 8.7453512416e-02 5.0622113999e-03
7.3300000000e+02 8.8292816980e-02 4.7362680031e-03
7.3400000000e+02 8.8281572123e-02 4.5940373680e-03
7.3500000000e+02 8.8996666622e-02 4.5225469695e-03
7.3600000000e+02 9.0765756186e-02 4.6466682886e-03
7.3700000000e+02 9.0095558040e-02 4.7258434272e-03
7.3800000000e+02 8.6600555272e-02 4.8135421335e-03
7.3900000000e+02 8.4844280528e-02 4.6276976931e-03
7.4000000000e+02 8.3840671142e-02 4.5938845484e-03
7.4100000000e+02 8.4366314395e-02 4.5599442404e-03
7.4200000000e+02 8.9724566324e-02 4.3783815619e-03
7.4300000000e+02 9.8833334936e-02 4.8774053345e-03
7.4400000000e+02 1.0409190464e-01 5.1332761252e-03
7.4500000000e+02 1.0105341447e-01 5.1671977683e-03
7.4600000000e+02 9.6691639649e-02 5.4994073226e-03
7.4700000000e+02 9.1408179799e-02 5.2525119644e-03
7.4800000000e+02 8.8450180631e-02 5.0112984018e-03
7.4900000000e+02 8.8296331071e-02 4.4465175501e-03
7.5000000000e+02 8.7365185088e-02 4.4213597588e-03
7.5100000000e+02 8.2967389555e-02 4.5862083519e-03
7.5200000000e+02 8.4476207032e-02 4.8945972732e-03
7.5300000000e+02 9.0690605209e-02 4.6404866535e-03
7.5400000000e+02 9.6753290045e-02 4.5992473401e-03
7.5500000000e+02 9.9017834089e-02 4.7947633534e-03
7.5600000000e+02 9.7117712739e-02 5.1833856709e-03
7.5700000000e+02 9.8270950941e-02 5.2812290935e-03
7.5800000000e+02 9.2282565444e-02 5.4231328932e-03
7.5900000000e+02 9.1137390228e-02 5.2188830134e-03
7.6000000000e+02 9.3432429911e-02 5.1105984384e-03
7.6100000000e+02 9.5955948802e-02 4.9061184260e-03
7.6200000000e+02 9.4146558651e-02 4.6316148921e-03
7.6300000000e+02 9.1422086205e-02 4.8366165343e-03
7.6400000000e+02 8.9894000723e-02 4.9784278601e-03
7.6500000000e+02 9.0469727305e-02 4.9404148410e-03
7.6600000000e+02 9.1761093244e-02 4.6950107115e-03
7.6700000000e+02 9.3034372796e-02 4.8221076013e-03
7.6800000000e+02 8.9792757829e-02 4.9281754890e-03
7.6900000000e+02 8.4038417909e-02 4.8137567023e-03
7.7000000000e+02 8.0885967770e-02 4.5653653376e-03
7.7100000000e+02 8.2758066868e-02 4.9096798498e-03
7.7200000000e+02 8.7397076634e-02 5.1662824183e-03
7.7300000000e+02 8.7685889005e-02 5.0096460991e-03
7.7400000000e+02 8.8203085215e-02 4.9794419521e-03
7.7500000000e+02 9.0038712315e-02 5.2608628213e-03
7.7600000000e+02 9.3342256210e-02 5.2497939140e-03
7.7700000000e+02 9.6842172967e-02 4.8013070105e-03
7.7800000000e+02 9.5138877336e-02 4.4549892656e-03
7.7900000000e+02 9.4701897881e-02 4.2997733781e-03
7.8000000000e+02 9.2637102540e-02 4.4528807068e-03
7.8100000000e+02 8.9477258813e-02 4.2144182514e-03
7.8200000000e+02 8.7067479241e-02 5.0939906694e-03
7.8300000000e+02 8.9710484450e-02 5.1582589331e-03
7.8400000000e+02 8.8425270672e-02 4.9333251927e-03
7.8500000000e+02 8.5717713646e-02 4.9622313147e-03
7.8600000000e+02 8.4413963145e-02 4.8186470404e-03
7.8700000000e+02 8.4673451207e-02 4.6216079410e-03
7.8800000000e+02 8.5939907470e-02 4.5388204675e-03
7.8900000000e+02 8.3567934889e-02 3.9257087591e-03
7.9000000000e+02 8.1265790885e-02 3.9545699962e-03
7.9100000000e+02 8.1671133163e-02 4.7225782958e-03
7.9200000000e+02 8.3911500883e-02 4.8521495428e-03
7.9300000000e+02 8.4243129147e-02 4.5738115082e-03
7.9400000000e+02 8.4717278407e-02 4.5896577877e-03
7.9500000000e+02 8.8172343376e-02 4.5724101348e-03
7.9600000000e+02 8.6689546412e-02 4.1831300221e-03
7.9700000000e+02 8.4926096641e-02 4.2668515583e-03
7.9800000000e+02 8.5470809315e-02 4.0239792250e-03
7.9900000000e+02 8.1322063442e-02 3.7830597247e-03
8.0000000000e+02 7.8316284578e-02 3.9509363621e-03
8.0100000000e+02 8.0104542461e-02 4.3132136766e-03
8.0200000000e+02 8.1048765200e-02 4.6304877650e-03
8.0300000000e+02 8.6075042429e-02 4.9042444367e-03
8.0400000000e+02 8.9380738339e-02 4.8423553224e-03
8.0500000000e+02 9.2823290261e-02 5.0390187754e-03
8.0600000000e+02 9.7017358989e-02 4.9197431916e-03
8.0700000000e+02 9.5725672635e-02 4.7522945335e-03
8.0800000000e+02 9.0580754829e-02 5.0438271355e-03
8.0900000000e+02 9.3240418931e-02 4.6077136408e-03
8.1000000000e+02 9.0428330664e-02 4.3654447503e-03
8.1100000000e+02 8.7755919347e-02 4.7138140070e-03
8.1200000000e+02 8.4574896247e-02 4.9941027150e-03
8.1300000000e+02 8.0171440005e-02 5.0382720583e-03
8.1400000000e+02 8.4861386045e-02 5.0504591567e-03
8.1500000000e+02 8.7958825416e-02 5.0592423838e-03
8.1600000000e+02 8.9126053297e-02 4.7249494661e-03
8.1700000000e+02 8.4960702125e-02 4.9203813110e-03
8.1800000000e+02 8.2663662116e-02 4.8068803650e-03
8.1900000000e+02 8.1378347298e-02 4.9046548718e-03
8.2000000000e+02 8.4586389655e-02 4.5596259355e-03
8.2100000000e+02 8.6742780778e-02 4.3161376740e-03
8.2200000000e+02 8.6084215957e-02 4.6551805018e-03
8.2300000000e+02 8.7468914501e-02 4.6881124831e-03
8.2400000000e+02 8.8832189160e-02 4.3629481237e-03
8.2500000000e+02 8.5695381741e-02 4.1005220195e-03
8.2600000000e+02 8.8005416466e-02 4.2775351947e-03
8.2700000000e+02 9.1981939024e-02 4.5589147157e-03
8.2800000000e+02 9.3211232955e-02 4.5492706488e-03
8.2900000000e+02 9.2801968481e-02 4.7483030307e-03
8.3000000000e+02 9.3092654527e-02 4.9876697747e-03
8.3100000000e+02 8.9062460553e-02 5.1698130172e-03
8.3200000000e+02 8.6872287454e-02 4.6940361403e-03
8.3300000000e+02 8.9095798597e-02 4.4167682528e-03
8.3400000000e+02 8.9547190517e-02 4.4988598361e-03
8.3500000000e+02 9.1342688958e-02 4.4973074757e-03
8.3600000000e+02 9.2655916197e-02 4.4100163006e-03
8.3700000000e+02 8.9850414729e-02 4.2764826996e-03
8.3800000000e+02 8.9230809170e-02 4.7131124620e-03
8.3900000000e+02 8.7632250165e-02 4.7356388217e-03
8.4000000000e+02 8.5163966254e-02 4.3437400355e-03
8.4100000000e+02 8.6465237859e-02 4.2620671205e-03
8.4200000000e+02 8.6716948670e-02 4.1996941109e-03
8.4300000000e+02 8.5081332391e-02 4.4892065449e-03
8.4400000000e+02 8.2917802685e-02 4.0072977685e-03
8.4500000000e+02 8.4532891673e-02 4.1347241803e-03
8.4600000000e+02 9.1327259990e-02 4.2353201289e-03
8.4700000000e+02 9.2039394553e-02 4.4673351403e-03
8.4800000000e+02 9.1707145713e-02 4.3673545600e-03
8.4900000000e+02 9.2019407343e-02 4.6635189602e-03
8.5000000000e+02 9.1864632568e-02 4.7856374426e-03
8.5100000000e+02 9.0826371190e-02 4.8531347383e-03
8.5200000000e+02 8.9943366957e-02 4.6444684301e-03
8.5300000000e+02 8.6316677320e-02 4.8025501739e-03
8.5400000000e+02 8.7346628182e-02 5.1145998454e-03
8.5500000000e+02 8.7002414538e-02 5.1883355784e-03
8.5600000000e+02 8.9883178406e-02 4.5497544852e-03
8.5700000000e+02 9.0362024936e-02 4.5794811059e-03
8.5800000000e+02 8.5083420855e-02 4.5133558405e-03
8.5900000000e+02 8.0671727693e-02 4.5267260161e-03
8.6000000000e+02 8.1450178423e-02 4.6267606067e-03
8.6100000000e+02 8.6180482956e-02 4.8244152145e-03
8.6200000000e+02 9.1847887362e-02 4.2910384874e-03
8.6300000000e+02 9.3394752220e-02 4.5777325063e-03
8.6400000000e+02 8.9743164849e-02 4.6374510490e-03
8.6500000000e+02 8.5346691200e-02 4.3623208588e-03
8.6600000000e+02 8.6873920308e-02 4.1762114922e-03
8.6700000000e+02 8.7237866501e-02 3.8182565441e-03
8.6800000000e+02 8.1498741467e-02 3.8825531189e-03
8.6900000000e+02 8.2031731609e-02 3.8324211369e-03
8.7000000000e+02 8.6233537635e-02 4.4401852641e-03
8.7100000000e+02 9.0994666165e-02 4.7267597871e-03
8.7200000000e+02 9.2394160115e-02 4.6926946318e-03
8.7300000000e+02 9.0342431345e-02 4.9575346719e-03
8.7400000000e+02 9.1896324199e-02 4.3308101398e-03
8.7500000000e+02 8.8033069708e-02 4.1429133408e-03
8.7600000000e+02 8.5771884224e-02 4.3120605799e-03
8.7700000000e+02 8.5388871874e-02 4.7888936674e-03
8.7800000000e+02 9.2343526361e-02 4.9916772045e-03
8.7900000000e+02 9.0928744113e-02 5.5071475775e-03
8.8000000000e+02 9.1939532234e-02 5.4313550736e-03
8.8100000000e+02 9.2590862376e-02 5.7921583023e-03
8.8200000000e+02 8.8883168317e-02 5.7150546148e-03
8.8300000000e+02 8.5637902038e-02 5.0909525562e-03
8.8400000000e+02 8.8590549187e-02 4.5942386901e-03
8.8500000000e+02 9.1339958929e-02 4.6368682809e-03
8.8600000000e+02 9.3099847986e-02 4.9218872888e-03
8.8700000000e+02 9.4300109515e-02 4.6806285749e-03
8.8800000000e+02 9.1570303729e-02 4.8008731450e-03
8.8900000000e+02 8.7944079870e-02 4.8206458704e-03
8.9000000000e+02 8.6187580947e-02 4.8640640327e-03
8.9100000000e+02 8.6907779605e-02 4.9589866335e-03
8.9200000000e+02 8.9332499162e-02 4.8464957389e-03
8.9300000000e+02 9.1137227147e-02 4.7265592383e-03
8.9400000000e+02 9.1824067032e-02 5.0083903927e-03
8.9500000000e+02 9.2578691196e-02 5.0369985511e-03
8.9600000000e+02 9.0934856474e-02 4.9555966665e-03
8.9700000000e+02 8.3386396232e-02 5.2909751180e-03
8.9800000000e+02 8.1962722466e-02 4.7484164593e-03
8.9900000000e+02 8.0395995577e-02 4.2432046315e-03
9.0000000000e+02 8.1321059118e-02 4.0019608369e-03
9.0100000000e+02 8.5107319596e-02 4.4804698721e-03
9.0200000000e+02 8.8703055869e-02 4.8096997445e-03
9.0300000000e+02 9.0777148422e-02 4.8937819397e-03
9.0400000000e+02 9.1337724862e-02 5.0074496970e-03
9.0500000000e+02 9.1410176047e-02 5.1261131965e-03
9.0600000000e+02 8.7639078912e-02 5.0122124793e-03
9.0700000000e+02 8.3438345095e-02 5.0912964912e-03
9.0800000000e+02 8.3319836921e-02 5.0664053883e-03
9.0900000000e+02 8.4160981409e-02 5.0133669750e-03
9.1000000000e+02 8.8799901435e-02 4.6961158402e-03
9.1100000000e+02 9.0565002375e-02 4.3377057583e-03
9.1200000000e+02 8.6813479439e-02 4.4319970621e-03
9.1300000000e+02 8.5199091580e-02 4.7078638362e-03
9.1400000000e+02 8.5804970192e-02 4.7154751463e-03
9.1500000000e+02 8.5669324049e-02 4.6783067225e-03
9.1600000000e+02 8.2494722834e-02 4.4067761968e-03
9.1700000000e+02 8.1352099670e-02 4.4824481832e-03
9.1800000000e+02 8.0039630205e-02 4.3065656227e-03
9.1900000000e+02 8.0628733426e-02 4.0113914613e-03
9.2000000000e+02 8.1474364289e-02 3.8479591585e-03
9.2100000000e+02 8.3601327193e-02 4.3045087344e-03
9.2200000000e+02 8.6324997525e-02 4.2632393025e-03
9.2300000000e+02 9.2576635683e-02 4.3934935778e-03
9.2400000000e+02 9.2481794918e-02 4.3870085323e-03
9.2500000000e+02 8.7239851405e-02 4.4133123611e-03
9.2600000000e+02 8.2423139310e-02 4.8794628104e-03
9.2700000000e+02 7.9945231282e-02 4.7607705053e-03
9.2800000000e+02 8.1056522996e-02 4.3674849203e-03
9.2900000000e+02 8.2338330117e-02 4.3368269001e-03
9.3000000000e+02 8.8140658863e-02 4.5322633039e-03
